39.926454,-122.198393,0.9
31.448847,-83.53221,1.2
38.771208,-121.266149,1.05
34.238654,-119.177398,3.0
29.223265,-81.09972,3.0
27.313023,-80.406688,2.4
34.61456,-120.188387,1.5
32.867639,-96.767245,4.0
32.760837,-115.532486,1.8
41.975091,-87.866501,0.72
33.741484,-116.215019,11.5
32.135507,-81.212767,1.0
34.922962,-110.145558,3.0
38.300369,-88.942472,2.0
35.587472,-80.873,3.0
38.001531,-87.494443,3.0
33.443011,-112.556876,3.0
35.48656,-120.66633,1.0
40.494068,-81.473561,3.0
32.943969,-112.733506,4.0
32.726686,-114.619093,3.0
41.041538,-73.671661,0.6
41.245814,-73.008988,0.24
29.108566,-81.034569,0.9
36.07079,-79.511211,0.96
44.520607,-103.890924,0.9
33.485858,-80.475763,1.2
41.7174,-86.1887,0.72
41.699048,-85.000326,0.72
37.919969,-122.348976,1.8
36.766371,-108.144047,0.48
39.326253,-101.725171,0.9
40.017383,-79.077117,0.9
41.144011,-73.861472,1.8
29.827692,-97.979677,1.8
29.690062,-96.537725,0.72
43.701129,-98.04449999999997,0.72
35.247841,-120.67193,5.0
41.660517,-71.497242,1.2
41.57835,-83.66465,1.2
42.518715,-87.950428,0.96
40.683982,-80.10839,0.9
44.105601,-103.212569,0.48
34.667629,-79.002343,1.2
43.63385,-95.595647,0.72
35.505278,-108.828094,2.0
29.983752,-81.464138,3.0
32.7729,-115.5501,2.0
43.12669,-89.306896,0.36
39.327507,-120.207373,1.65
37.12645,-113.601865,1.2
47.116294,-118.368328,0.6
38.900543,-99.319142,0.9
38.993577,-110.140513,1.2
39.2688421,-103.708604,3.5
43.795551,-90.059358,0.75
43.879042,-91.188428,0.72
44.77083,-91.43711,0.72
42.75625,-104.45267,0.48
40.415973,-74.444706,2.0
32.87888,-111.6817421,0.9
40.532717,-88.997291,3.0
36.202218,-121.12983,4.0
33.2008,-117.2455,5.0
38.787942,-112.085316,0.6
34.327131,-112.118432,1.2
45.733716,-108.604573,0.6
38.877342,-97.618699,0.9
39.858702,-84.277027,1.2
35.038644,-85.19593,0.9
36.748445,-78.103764,0.9
30.720702,-86.116677,0.75
37.3006,-121.9812,3.0
33.469659,-94.454696,4.0
45.572631,-122.554017,4.0
41.781242,-70.540271,1.2
47.081148,-119.861514,3.0
45.700078,-111.062569,0.6
27.9408309,-82.3236485,1.2
30.181429,-82.679701,0.9
35.341213,-80.766023,1.2
25.993528,-80.143183,2.0
28.514874,-81.500214,0.9
30.423892,-91.154637,0.9
33.667011,-112.120891,2.4
36.429889,-121.334477,2.0
42.203764,-71.832954,1.2
29.140985,-82.19395,1.2
39.044199,-95.76046,1.2
45.836201,-109.943317,0.6
30.199071,-93.248782,0.9
26.317736,-80.119643,2.0
27.601444,-80.822187,1.5
41.584927,-87.721062,1.2
42.153067,-78.747726,0.96
47.846712,-122.271391,0.72
39.775259,-104.794674,1.5
39.133655,-85.961113,2.0
33.2319,-86.804074,4.0
33.231403,-97.166419,0.9
45.981226,-112.507161,0.9
42.48773,-90.663624,1.2
32.628946,-117.041103,3.0
47.192149,-114.888901,0.6
43.109587,-71.474575,1.5
40.738399,-114.058998,0.9
40.721861,-73.956629,0.288
